,Year,Country,Country Code,SUBJECT,Value,MEASURE,Longitude,Population,Latitude
1100,2005,Argentina,ARG,SHEEP,1.188,Kilograms/capita,-63.616672,38733406,-38.416097
1101,2006,Argentina,ARG,SHEEP,1.157,Kilograms/capita,-63.616672,39127239,-38.416097
1102,2007,Argentina,ARG,SHEEP,1.177,Kilograms/capita,-63.616672,39529440,-38.416097
1103,2008,Argentina,ARG,SHEEP,1.102,Kilograms/capita,-63.616672,39940234,-38.416097
1104,2009,Argentina,ARG,SHEEP,1.039,Kilograms/capita,-63.616672,40359828,-38.416097
1105,2010,Argentina,ARG,SHEEP,1.032,Kilograms/capita,-63.616672,40788453,-38.416097
1106,2011,Argentina,ARG,SHEEP,1.087,Kilograms/capita,-63.616672,41261490,-38.416097
1107,2012,Argentina,ARG,SHEEP,1.182,Kilograms/capita,-63.616672,41733271,-38.416097
1108,2013,Argentina,ARG,SHEEP,1.152,Kilograms/capita,-63.616672,42202935,-38.416097
1109,2014,Argentina,ARG,SHEEP,1.22,Kilograms/capita,-63.616672,42669500,-38.416097
1110,2015,Argentina,ARG,SHEEP,1.147,Kilograms/capita,-63.616672,43131966,-38.416097
1111,2016,Argentina,ARG,SHEEP,1.012,Kilograms/capita,-63.616672,43590368,-38.416097
1112,2017,Argentina,ARG,SHEEP,0.969,Kilograms/capita,-63.616672,44044811,-38.416097
1113,2018,Argentina,ARG,SHEEP,0.969,Kilograms/capita,-63.616672,44494502,-38.416097
1114,2019,Argentina,ARG,SHEEP,0.97,Kilograms/capita,-63.616672,44938712,-38.416097
1115,2020,Argentina,ARG,SHEEP,0.973,Kilograms/capita,-63.616672,45376763,-38.416097
1116,1990,Brazil,BRA,BEEF,20.868,Kilograms/capita,-51.92528,,-14.235004
1117,1991,Brazil,BRA,BEEF,20.68,Kilograms/capita,-51.92528,,-14.235004
1118,1992,Brazil,BRA,BEEF,20.542,Kilograms/capita,-51.92528,,-14.235004
1119,1993,Brazil,BRA,BEEF,20.813,Kilograms/capita,-51.92528,,-14.235004
1120,1994,Brazil,BRA,BEEF,23.259,Kilograms/capita,-51.92528,,-14.235004
1121,1995,Brazil,BRA,BEEF,25.906,Kilograms/capita,-51.92528,,-14.235004
1122,1996,Brazil,BRA,BEEF,26.468,Kilograms/capita,-51.92528,,-14.235004
1123,1997,Brazil,BRA,BEEF,24.713,Kilograms/capita,-51.92528,,-14.235004
1124,1998,Brazil,BRA,BEEF,23.457,Kilograms/capita,-51.92528,,-14.235004
1125,1999,Brazil,BRA,BEEF,24.953,Kilograms/capita,-51.92528,,-14.235004
1126,2000,Brazil,BRA,BEEF,25.237,Kilograms/capita,-51.92528,,-14.235004
1127,2001,Brazil,BRA,BEEF,24.993,Kilograms/capita,-51.92528,,-14.235004
1128,2002,Brazil,BRA,BEEF,25.699,Kilograms/capita,-51.92528,,-14.235004
1129,2003,Brazil,BRA,BEEF,29.696,Kilograms/capita,-51.92528,,-14.235004
1130,2004,Brazil,BRA,BEEF,27.678,Kilograms/capita,-51.92528,,-14.235004
1131,2005,Brazil,BRA,BEEF,29.722,Kilograms/capita,-51.92528,184991143,-14.235004
1132,2006,Brazil,BRA,BEEF,32.082,Kilograms/capita,-51.92528,187061610,-14.235004
1133,2007,Brazil,BRA,BEEF,30.758,Kilograms/capita,-51.92528,189038268,-14.235004
1134,2008,Brazil,BRA,BEEF,26.987,Kilograms/capita,-51.92528,191010274,-14.235004
1135,2009,Brazil,BRA,BEEF,25.673,Kilograms/capita,-51.92528,192980905,-14.235004
1136,2010,Brazil,BRA,BEEF,26.325,Kilograms/capita,-51.92528,194890682,-14.235004
1137,2011,Brazil,BRA,BEEF,25.903,Kilograms/capita,-51.92528,196603732,-14.235004
1138,2012,Brazil,BRA,BEEF,26.161,Kilograms/capita,-51.92528,198314934,-14.235004
1139,2013,Brazil,BRA,BEEF,27.765,Kilograms/capita,-51.92528,200004188,-14.235004
1140,2014,Brazil,BRA,BEEF,26.041,Kilograms/capita,-51.92528,201717541,-14.235004
1141,2015,Brazil,BRA,BEEF,24.968,Kilograms/capita,-51.92528,203475683,-14.235004
1142,2016,Brazil,BRA,BEEF,25.391,Kilograms/capita,-51.92528,205156587,-14.235004
1143,2017,Brazil,BRA,BEEF,25.373,Kilograms/capita,-51.92528,206804741,-14.235004
1144,2018,Brazil,BRA,BEEF,25.263,Kilograms/capita,-51.92528,208494900,-14.235004
1145,2019,Brazil,BRA,BEEF,25.187,Kilograms/capita,-51.92528,210147125,-14.235004
1146,2020,Brazil,BRA,BEEF,24.445,Kilograms/capita,-51.92528,211755692,-14.235004
1147,1990,Brazil,BRA,PIG,5.562,Kilograms/capita,-51.92528,,-14.235004
1148,1991,Brazil,BRA,PIG,5.718,Kilograms/capita,-51.92528,,-14.235004
1149,1992,Brazil,BRA,PIG,5.809,Kilograms/capita,-51.92528,,-14.235004
1150,1993,Brazil,BRA,PIG,6.004,Kilograms/capita,-51.92528,,-14.235004
1151,1994,Brazil,BRA,PIG,6.204,Kilograms/capita,-51.92528,,-14.235004
1152,1995,Brazil,BRA,PIG,6.76,Kilograms/capita,-51.92528,,-14.235004
1153,1996,Brazil,BRA,PIG,7.322,Kilograms/capita,-51.92528,,-14.235004
1154,1997,Brazil,BRA,PIG,6.81,Kilograms/capita,-51.92528,,-14.235004
1155,1998,Brazil,BRA,PIG,7.226,Kilograms/capita,-51.92528,,-14.235004
1156,1999,Brazil,BRA,PIG,7.246,Kilograms/capita,-51.92528,,-14.235004
1157,2000,Brazil,BRA,PIG,10.759,Kilograms/capita,-51.92528,,-14.235004
1158,2001,Brazil,BRA,PIG,10.997,Kilograms/capita,-51.92528,,-14.235004
1159,2002,Brazil,BRA,PIG,10.51,Kilograms/capita,-51.92528,,-14.235004
1160,2003,Brazil,BRA,PIG,9.585,Kilograms/capita,-51.92528,,-14.235004
1161,2004,Brazil,BRA,PIG,9.084,Kilograms/capita,-51.92528,,-14.235004
1162,2005,Brazil,BRA,PIG,8.899,Kilograms/capita,-51.92528,184991143,-14.235004
1163,2006,Brazil,BRA,PIG,10.166,Kilograms/capita,-51.92528,187061610,-14.235004
1164,2007,Brazil,BRA,PIG,9.997,Kilograms/capita,-51.92528,189038268,-14.235004
1165,2008,Brazil,BRA,PIG,10.348,Kilograms/capita,-51.92528,191010274,-14.235004
1166,2009,Brazil,BRA,PIG,10.653,Kilograms/capita,-51.92528,192980905,-14.235004
1167,2010,Brazil,BRA,PIG,11.011,Kilograms/capita,-51.92528,194890682,-14.235004
1168,2011,Brazil,BRA,PIG,11.65,Kilograms/capita,-51.92528,196603732,-14.235004
1169,2012,Brazil,BRA,PIG,11.669,Kilograms/capita,-51.92528,198314934,-14.235004
1170,2013,Brazil,BRA,PIG,11.531,Kilograms/capita,-51.92528,200004188,-14.235004
1171,2014,Brazil,BRA,PIG,12.312,Kilograms/capita,-51.92528,201717541,-14.235004
1172,2015,Brazil,BRA,PIG,12.187,Kilograms/capita,-51.92528,203475683,-14.235004
1173,2016,Brazil,BRA,PIG,11.702,Kilograms/capita,-51.92528,205156587,-14.235004
1174,2017,Brazil,BRA,PIG,12.149,Kilograms/capita,-51.92528,206804741,-14.235004
1175,2018,Brazil,BRA,PIG,12.711,Kilograms/capita,-51.92528,208494900,-14.235004
1176,2019,Brazil,BRA,PIG,12.848,Kilograms/capita,-51.92528,210147125,-14.235004
1177,2020,Brazil,BRA,PIG,12.753,Kilograms/capita,-51.92528,211755692,-14.235004
1178,1990,Brazil,BRA,POULTRY,12.513,Kilograms/capita,-51.92528,,-14.235004
1179,1991,Brazil,BRA,POULTRY,13.814,Kilograms/capita,-51.92528,,-14.235004
1180,1992,Brazil,BRA,POULTRY,14.677,Kilograms/capita,-51.92528,,-14.235004
1181,1993,Brazil,BRA,POULTRY,15.198,Kilograms/capita,-51.92528,,-14.235004
1182,1994,Brazil,BRA,POULTRY,16.602,Kilograms/capita,-51.92528,,-14.235004
1183,1995,Brazil,BRA,POULTRY,20.161,Kilograms/capita,-51.92528,,-14.235004
1184,1996,Brazil,BRA,POULTRY,19.129,Kilograms/capita,-51.92528,,-14.235004
1185,1997,Brazil,BRA,POULTRY,20.615,Kilograms/capita,-51.92528,,-14.235004
1186,1998,Brazil,BRA,POULTRY,22.485,Kilograms/capita,-51.92528,,-14.235004
1187,1999,Brazil,BRA,POULTRY,24.823,Kilograms/capita,-51.92528,,-14.235004
1188,2000,Brazil,BRA,POULTRY,26.059,Kilograms/capita,-51.92528,,-14.235004
1189,2001,Brazil,BRA,POULTRY,25.125,Kilograms/capita,-51.92528,,-14.235004
1190,2002,Brazil,BRA,POULTRY,27.132,Kilograms/capita,-51.92528,,-14.235004
1191,2003,Brazil,BRA,POULTRY,28.596,Kilograms/capita,-51.92528,,-14.235004
1192,2004,Brazil,BRA,POULTRY,30.151,Kilograms/capita,-51.92528,,-14.235004
1193,2005,Brazil,BRA,POULTRY,24.429,Kilograms/capita,-51.92528,184991143,-14.235004
1194,2006,Brazil,BRA,POULTRY,26.262,Kilograms/capita,-51.92528,187061610,-14.235004
1195,2007,Brazil,BRA,POULTRY,27.583,Kilograms/capita,-51.92528,189038268,-14.235004
1196,2008,Brazil,BRA,POULTRY,31.514,Kilograms/capita,-51.92528,191010274,-14.235004
1197,2009,Brazil,BRA,POULTRY,30.196,Kilograms/capita,-51.92528,192980905,-14.235004
1198,2010,Brazil,BRA,POULTRY,39.014,Kilograms/capita,-51.92528,194890682,-14.235004
1199,2011,Brazil,BRA,POULTRY,40.501,Kilograms/capita,-51.92528,196603732,-14.235004
1200,2012,Brazil,BRA,POULTRY,39.835,Kilograms/capita,-51.92528,198314934,-14.235004
1201,2013,Brazil,BRA,POULTRY,39.311,Kilograms/capita,-51.92528,200004188,-14.235004
1202,2014,Brazil,BRA,POULTRY,39.739,Kilograms/capita,-51.92528,201717541,-14.235004
1203,2015,Brazil,BRA,POULTRY,40.97,Kilograms/capita,-51.92528,203475683,-14.235004
1204,2016,Brazil,BRA,POULTRY,40.316,Kilograms/capita,-51.92528,205156587,-14.235004
1205,2017,Brazil,BRA,POULTRY,40.906,Kilograms/capita,-51.92528,206804741,-14.235004
1206,2018,Brazil,BRA,POULTRY,40.109,Kilograms/capita,-51.92528,208494900,-14.235004
1207,2019,Brazil,BRA,POULTRY,40.298,Kilograms/capita,-51.92528,210147125,-14.235004
1208,2020,Brazil,BRA,POULTRY,40.762,Kilograms/capita,-51.92528,211755692,-14.235004
1209,1990,Brazil,BRA,SHEEP,0.676,Kilograms/capita,-51.92528,,-14.235004
1210,1991,Brazil,BRA,SHEEP,0.672,Kilograms/capita,-51.92528,,-14.235004
1211,1992,Brazil,BRA,SHEEP,0.668,Kilograms/capita,-51.92528,,-14.235004
1212,1993,Brazil,BRA,SHEEP,0.689,Kilograms/capita,-51.92528,,-14.235004
1213,1994,Brazil,BRA,SHEEP,0.664,Kilograms/capita,-51.92528,,-14.235004
1214,1995,Brazil,BRA,SHEEP,0.702,Kilograms/capita,-51.92528,,-14.235004
1215,1996,Brazil,BRA,SHEEP,0.553,Kilograms/capita,-51.92528,,-14.235004
1216,1997,Brazil,BRA,SHEEP,0.562,Kilograms/capita,-51.92528,,-14.235004
1217,1998,Brazil,BRA,SHEEP,0.564,Kilograms/capita,-51.92528,,-14.235004
1218,1999,Brazil,BRA,SHEEP,0.584,Kilograms/capita,-51.92528,,-14.235004
1219,2000,Brazil,BRA,SHEEP,0.55,Kilograms/capita,-51.92528,,-14.235004
1220,2001,Brazil,BRA,SHEEP,0.52,Kilograms/capita,-51.92528,,-14.235004
1221,2002,Brazil,BRA,SHEEP,0.498,Kilograms/capita,-51.92528,,-14.235004
1222,2003,Brazil,BRA,SHEEP,0.487,Kilograms/capita,-51.92528,,-14.235004
1223,2004,Brazil,BRA,SHEEP,0.518,Kilograms/capita,-51.92528,,-14.235004
1224,2005,Brazil,BRA,SHEEP,0.521,Kilograms/capita,-51.92528,184991143,-14.235004
1225,2006,Brazil,BRA,SHEEP,0.531,Kilograms/capita,-51.92528,187061610,-14.235004
1226,2007,Brazil,BRA,SHEEP,0.53,Kilograms/capita,-51.92528,189038268,-14.235004
1227,2008,Brazil,BRA,SHEEP,0.533,Kilograms/capita,-51.92528,191010274,-14.235004
1228,2009,Brazil,BRA,SHEEP,0.524,Kilograms/capita,-51.92528,192980905,-14.235004
1229,2010,Brazil,BRA,SHEEP,0.529,Kilograms/capita,-51.92528,194890682,-14.235004
1230,2011,Brazil,BRA,SHEEP,0.527,Kilograms/capita,-51.92528,196603732,-14.235004
1231,2012,Brazil,BRA,SHEEP,0.533,Kilograms/capita,-51.92528,198314934,-14.235004
1232,2013,Brazil,BRA,SHEEP,0.546,Kilograms/capita,-51.92528,200004188,-14.235004
1233,2014,Brazil,BRA,SHEEP,0.547,Kilograms/capita,-51.92528,201717541,-14.235004
1234,2015,Brazil,BRA,SHEEP,0.555,Kilograms/capita,-51.92528,203475683,-14.235004
1235,2016,Brazil,BRA,SHEEP,0.548,Kilograms/capita,-51.92528,205156587,-14.235004
1236,2017,Brazil,BRA,SHEEP,0.532,Kilograms/capita,-51.92528,206804741,-14.235004
1237,2018,Brazil,BRA,SHEEP,0.523,Kilograms/capita,-51.92528,208494900,-14.235004
1238,2019,Brazil,BRA,SHEEP,0.52,Kilograms/capita,-51.92528,210147125,-14.235004
1239,2020,Brazil,BRA,SHEEP,0.521,Kilograms/capita,-51.92528,211755692,-14.235004
1240,1990,Chile,CHL,BEEF,12.969,Kilograms/capita,-71.542969,,-35.675147
1241,1991,Chile,CHL,BEEF,12.568,Kilograms/capita,-71.542969,,-35.675147
1242,1992,Chile,CHL,BEEF,12.103,Kilograms/capita,-71.542969,,-35.675147
1243,1993,Chile,CHL,BEEF,13.6,Kilograms/capita,-71.542969,,-35.675147
1244,1994,Chile,CHL,BEEF,14.557,Kilograms/capita,-71.542969,,-35.675147
1245,1995,Chile,CHL,BEEF,15.833,Kilograms/capita,-71.542969,,-35.675147
1246,1996,Chile,CHL,BEEF,16.445,Kilograms/capita,-71.542969,,-35.675147
1247,1997,Chile,CHL,BEEF,17.479,Kilograms/capita,-71.542969,,-35.675147
1248,1998,Chile,CHL,BEEF,16.421,Kilograms/capita,-71.542969,,-35.675147
1249,1999,Chile,CHL,BEEF,15.401,Kilograms/capita,-71.542969,,-35.675147
1250,2000,Chile,CHL,BEEF,15.658,Kilograms/capita,-71.542969,,-35.675147
1251,2001,Chile,CHL,BEEF,14.054,Kilograms/capita,-71.542969,,-35.675147
1252,2002,Chile,CHL,BEEF,14.699,Kilograms/capita,-71.542969,,-35.675147
1253,2003,Chile,CHL,BEEF,15.894,Kilograms/capita,-71.542969,,-35.675147
1254,2004,Chile,CHL,BEEF,16.402,Kilograms/capita,-71.542969,,-35.675147
1255,2005,Chile,CHL,BEEF,17.445,Kilograms/capita,-71.542969,16183489,-35.675147
1256,2006,Chile,CHL,BEEF,15.129,Kilograms/capita,-71.542969,16347890,-35.675147
1257,2007,Chile,CHL,BEEF,16.218,Kilograms/capita,-71.542969,16517933,-35.675147
1258,2008,Chile,CHL,BEEF,15.115,Kilograms/capita,-71.542969,16697754,-35.675147
1259,2009,Chile,CHL,BEEF,15.154,Kilograms/capita,-71.542969,16881078,-35.675147
1260,2010,Chile,CHL,BEEF,15.412,Kilograms/capita,-71.542969,17063927,-35.675147
