,Year,Country,Country Code,SUBJECT,Value,MEASURE,Longitude,Population,Latitude
2084,1997,Russian Federation,RUS,SHEEP,1.293,Kilograms/capita,105.318756,,61.52401
2085,1998,Russian Federation,RUS,SHEEP,1.142,Kilograms/capita,105.318756,,61.52401
2086,1999,Russian Federation,RUS,SHEEP,0.876,Kilograms/capita,105.318756,,61.52401
2087,2000,Russian Federation,RUS,SHEEP,0.854,Kilograms/capita,105.318756,,61.52401
2088,2001,Russian Federation,RUS,SHEEP,0.818,Kilograms/capita,105.318756,,61.52401
2089,2002,Russian Federation,RUS,SHEEP,0.845,Kilograms/capita,105.318756,,61.52401
2090,2003,Russian Federation,RUS,SHEEP,0.829,Kilograms/capita,105.318756,,61.52401
2091,2004,Russian Federation,RUS,SHEEP,0.89,Kilograms/capita,105.318756,,61.52401
2092,2005,Russian Federation,RUS,SHEEP,0.987,Kilograms/capita,105.318756,143113885,61.52401
2093,2006,Russian Federation,RUS,SHEEP,1.042,Kilograms/capita,105.318756,142487259,61.52401
2094,2007,Russian Federation,RUS,SHEEP,1.1,Kilograms/capita,105.318756,142114903,61.52401
2095,2008,Russian Federation,RUS,SHEEP,1.261,Kilograms/capita,105.318756,141956413,61.52401
2096,2009,Russian Federation,RUS,SHEEP,1.172,Kilograms/capita,105.318756,141909248,61.52401
2097,2010,Russian Federation,RUS,SHEEP,1.186,Kilograms/capita,105.318756,142389969,61.52401
2098,2011,Russian Federation,RUS,SHEEP,1.23,Kilograms/capita,105.318756,142960911,61.52401
2099,2012,Russian Federation,RUS,SHEEP,1.218,Kilograms/capita,105.318756,143201721,61.52401
2100,2013,Russian Federation,RUS,SHEEP,1.216,Kilograms/capita,105.318756,143506995,61.52401
2101,2014,Russian Federation,RUS,SHEEP,1.269,Kilograms/capita,105.318756,143819657,61.52401
2102,2015,Russian Federation,RUS,SHEEP,1.251,Kilograms/capita,105.318756,146406004,61.52401
2103,2016,Russian Federation,RUS,SHEEP,1.307,Kilograms/capita,105.318756,146674542,61.52401
2104,2017,Russian Federation,RUS,SHEEP,1.317,Kilograms/capita,105.318756,146842404,61.52401
2105,2018,Russian Federation,RUS,SHEEP,1.291,Kilograms/capita,105.318756,146830572,61.52401
2106,2019,Russian Federation,RUS,SHEEP,1.273,Kilograms/capita,105.318756,146764661,61.52401
2107,2020,Russian Federation,RUS,SHEEP,1.276,Kilograms/capita,105.318756,146459803,61.52401
2108,1990,Saudi Arabia,SAU,BEEF,3.017,Kilograms/capita,45.079162,,23.885942
2109,1991,Saudi Arabia,SAU,BEEF,3.452,Kilograms/capita,45.079162,,23.885942
2110,1992,Saudi Arabia,SAU,BEEF,3.532,Kilograms/capita,45.079162,,23.885942
2111,1993,Saudi Arabia,SAU,BEEF,1.987,Kilograms/capita,45.079162,,23.885942
2112,1994,Saudi Arabia,SAU,BEEF,2.097,Kilograms/capita,45.079162,,23.885942
2113,1995,Saudi Arabia,SAU,BEEF,3.611,Kilograms/capita,45.079162,,23.885942
2114,1996,Saudi Arabia,SAU,BEEF,2.457,Kilograms/capita,45.079162,,23.885942
2115,1997,Saudi Arabia,SAU,BEEF,2.318,Kilograms/capita,45.079162,,23.885942
2116,1998,Saudi Arabia,SAU,BEEF,2.887,Kilograms/capita,45.079162,,23.885942
2117,1999,Saudi Arabia,SAU,BEEF,2.064,Kilograms/capita,45.079162,,23.885942
2118,2000,Saudi Arabia,SAU,BEEF,2.852,Kilograms/capita,45.079162,,23.885942
2119,2001,Saudi Arabia,SAU,BEEF,1.737,Kilograms/capita,45.079162,,23.885942
2120,2002,Saudi Arabia,SAU,BEEF,2.717,Kilograms/capita,45.079162,,23.885942
2121,2003,Saudi Arabia,SAU,BEEF,2.692,Kilograms/capita,45.079162,,23.885942
2122,2004,Saudi Arabia,SAU,BEEF,3.264,Kilograms/capita,45.079162,,23.885942
2123,2005,Saudi Arabia,SAU,BEEF,2.995,Kilograms/capita,45.079162,23816175,23.885942
2124,2006,Saudi Arabia,SAU,BEEF,3.764,Kilograms/capita,45.079162,24498313,23.885942
2125,2007,Saudi Arabia,SAU,BEEF,4.018,Kilograms/capita,45.079162,25184589,23.885942
2126,2008,Saudi Arabia,SAU,BEEF,4.017,Kilograms/capita,45.079162,25888535,23.885942
2127,2009,Saudi Arabia,SAU,BEEF,4.023,Kilograms/capita,45.079162,26630303,23.885942
2128,2010,Saudi Arabia,SAU,BEEF,4.384,Kilograms/capita,45.079162,27421468,23.885942
2129,2011,Saudi Arabia,SAU,BEEF,4.189,Kilograms/capita,45.079162,28267591,23.885942
2130,2012,Saudi Arabia,SAU,BEEF,4.48,Kilograms/capita,45.079162,29154906,23.885942
2131,2013,Saudi Arabia,SAU,BEEF,4.265,Kilograms/capita,45.079162,30052058,23.885942
2132,2014,Saudi Arabia,SAU,BEEF,4.085,Kilograms/capita,45.079162,30916603,23.885942
2133,2015,Saudi Arabia,SAU,BEEF,4.35,Kilograms/capita,45.079162,31717676,23.885942
2134,2016,Saudi Arabia,SAU,BEEF,4.001,Kilograms/capita,45.079162,31787580,23.885942
2135,2017,Saudi Arabia,SAU,BEEF,3.715,Kilograms/capita,45.079162,32612641,23.885942
2136,2018,Saudi Arabia,SAU,BEEF,3.679,Kilograms/capita,45.079162,33413660,23.885942
2137,2019,Saudi Arabia,SAU,BEEF,3.83,Kilograms/capita,45.079162,34218169,23.885942
2138,2020,Saudi Arabia,SAU,BEEF,3.868,Kilograms/capita,45.079162,35013414,23.885942
2139,1990,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2140,1991,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2141,1992,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2142,1993,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2143,1994,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2144,1995,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2145,1996,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2146,1997,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2147,1998,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2148,1999,Saudi Arabia,SAU,PIG,0,Kilograms/capita,45.079162,,23.885942
2149,2000,Saudi Arabia,SAU,PIG,0.079,Kilograms/capita,45.079162,,23.885942
2150,2001,Saudi Arabia,SAU,PIG,0.102,Kilograms/capita,45.079162,,23.885942
2151,2002,Saudi Arabia,SAU,PIG,0.093,Kilograms/capita,45.079162,,23.885942
2152,2003,Saudi Arabia,SAU,PIG,0.079,Kilograms/capita,45.079162,,23.885942
2153,2004,Saudi Arabia,SAU,PIG,0.084,Kilograms/capita,45.079162,,23.885942
2154,2005,Saudi Arabia,SAU,PIG,0.155,Kilograms/capita,45.079162,23816175,23.885942
2155,2006,Saudi Arabia,SAU,PIG,0.132,Kilograms/capita,45.079162,24498313,23.885942
2156,2007,Saudi Arabia,SAU,PIG,0.167,Kilograms/capita,45.079162,25184589,23.885942
2157,2008,Saudi Arabia,SAU,PIG,0.001,Kilograms/capita,45.079162,25888535,23.885942
2158,2009,Saudi Arabia,SAU,PIG,0.002,Kilograms/capita,45.079162,26630303,23.885942
2159,2010,Saudi Arabia,SAU,PIG,0.177,Kilograms/capita,45.079162,27421468,23.885942
2160,2011,Saudi Arabia,SAU,PIG,0.238,Kilograms/capita,45.079162,28267591,23.885942
2161,2012,Saudi Arabia,SAU,PIG,0.247,Kilograms/capita,45.079162,29154906,23.885942
2162,2013,Saudi Arabia,SAU,PIG,0.121,Kilograms/capita,45.079162,30052058,23.885942
2163,2014,Saudi Arabia,SAU,PIG,0.2,Kilograms/capita,45.079162,30916603,23.885942
2164,2015,Saudi Arabia,SAU,PIG,0.198,Kilograms/capita,45.079162,31717676,23.885942
2165,2016,Saudi Arabia,SAU,PIG,0.169,Kilograms/capita,45.079162,31787580,23.885942
2166,2017,Saudi Arabia,SAU,PIG,0.495,Kilograms/capita,45.079162,32612641,23.885942
2167,2018,Saudi Arabia,SAU,PIG,0.486,Kilograms/capita,45.079162,33413660,23.885942
2168,2019,Saudi Arabia,SAU,PIG,0.409,Kilograms/capita,45.079162,34218169,23.885942
2169,2020,Saudi Arabia,SAU,PIG,0.402,Kilograms/capita,45.079162,35013414,23.885942
2170,1990,Saudi Arabia,SAU,POULTRY,25.612,Kilograms/capita,45.079162,,23.885942
2171,1991,Saudi Arabia,SAU,POULTRY,27.393,Kilograms/capita,45.079162,,23.885942
2172,1992,Saudi Arabia,SAU,POULTRY,23.984,Kilograms/capita,45.079162,,23.885942
2173,1993,Saudi Arabia,SAU,POULTRY,22.19,Kilograms/capita,45.079162,,23.885942
2174,1994,Saudi Arabia,SAU,POULTRY,20.764,Kilograms/capita,45.079162,,23.885942
2175,1995,Saudi Arabia,SAU,POULTRY,26.575,Kilograms/capita,45.079162,,23.885942
2176,1996,Saudi Arabia,SAU,POULTRY,25.24,Kilograms/capita,45.079162,,23.885942
2177,1997,Saudi Arabia,SAU,POULTRY,27.867,Kilograms/capita,45.079162,,23.885942
2178,1998,Saudi Arabia,SAU,POULTRY,31.019,Kilograms/capita,45.079162,,23.885942
2179,1999,Saudi Arabia,SAU,POULTRY,33.837,Kilograms/capita,45.079162,,23.885942
2180,2000,Saudi Arabia,SAU,POULTRY,34.528,Kilograms/capita,45.079162,,23.885942
2181,2001,Saudi Arabia,SAU,POULTRY,36.777,Kilograms/capita,45.079162,,23.885942
2182,2002,Saudi Arabia,SAU,POULTRY,34.665,Kilograms/capita,45.079162,,23.885942
2183,2003,Saudi Arabia,SAU,POULTRY,34.356,Kilograms/capita,45.079162,,23.885942
2184,2004,Saudi Arabia,SAU,POULTRY,31.443,Kilograms/capita,45.079162,,23.885942
2185,2005,Saudi Arabia,SAU,POULTRY,35.942,Kilograms/capita,45.079162,23816175,23.885942
2186,2006,Saudi Arabia,SAU,POULTRY,33.911,Kilograms/capita,45.079162,24498313,23.885942
2187,2007,Saudi Arabia,SAU,POULTRY,34.954,Kilograms/capita,45.079162,25184589,23.885942
2188,2008,Saudi Arabia,SAU,POULTRY,36.541,Kilograms/capita,45.079162,25888535,23.885942
2189,2009,Saudi Arabia,SAU,POULTRY,38.97,Kilograms/capita,45.079162,26630303,23.885942
2190,2010,Saudi Arabia,SAU,POULTRY,39.701,Kilograms/capita,45.079162,27421468,23.885942
2191,2011,Saudi Arabia,SAU,POULTRY,38.595,Kilograms/capita,45.079162,28267591,23.885942
2192,2012,Saudi Arabia,SAU,POULTRY,37.501,Kilograms/capita,45.079162,29154906,23.885942
2193,2013,Saudi Arabia,SAU,POULTRY,41.568,Kilograms/capita,45.079162,30052058,23.885942
2194,2014,Saudi Arabia,SAU,POULTRY,41.038,Kilograms/capita,45.079162,30916603,23.885942
2195,2015,Saudi Arabia,SAU,POULTRY,42.932,Kilograms/capita,45.079162,31717676,23.885942
2196,2016,Saudi Arabia,SAU,POULTRY,41.542,Kilograms/capita,45.079162,31787580,23.885942
2197,2017,Saudi Arabia,SAU,POULTRY,34.566,Kilograms/capita,45.079162,32612641,23.885942
2198,2018,Saudi Arabia,SAU,POULTRY,35.233,Kilograms/capita,45.079162,33413660,23.885942
2199,2019,Saudi Arabia,SAU,POULTRY,34.93,Kilograms/capita,45.079162,34218169,23.885942
2200,2020,Saudi Arabia,SAU,POULTRY,34.83,Kilograms/capita,45.079162,35013414,23.885942
2201,1990,Saudi Arabia,SAU,SHEEP,5.667,Kilograms/capita,45.079162,,23.885942
2202,1991,Saudi Arabia,SAU,SHEEP,5.716,Kilograms/capita,45.079162,,23.885942
2203,1992,Saudi Arabia,SAU,SHEEP,5.915,Kilograms/capita,45.079162,,23.885942
2204,1993,Saudi Arabia,SAU,SHEEP,7.515,Kilograms/capita,45.079162,,23.885942
2205,1994,Saudi Arabia,SAU,SHEEP,6.579,Kilograms/capita,45.079162,,23.885942
2206,1995,Saudi Arabia,SAU,SHEEP,7.255,Kilograms/capita,45.079162,,23.885942
2207,1996,Saudi Arabia,SAU,SHEEP,6.976,Kilograms/capita,45.079162,,23.885942
2208,1997,Saudi Arabia,SAU,SHEEP,6.7,Kilograms/capita,45.079162,,23.885942
2209,1998,Saudi Arabia,SAU,SHEEP,6.254,Kilograms/capita,45.079162,,23.885942
2210,1999,Saudi Arabia,SAU,SHEEP,6.344,Kilograms/capita,45.079162,,23.885942
2211,2000,Saudi Arabia,SAU,SHEEP,6.575,Kilograms/capita,45.079162,,23.885942
2212,2001,Saudi Arabia,SAU,SHEEP,5.866,Kilograms/capita,45.079162,,23.885942
2213,2002,Saudi Arabia,SAU,SHEEP,5.785,Kilograms/capita,45.079162,,23.885942
2214,2003,Saudi Arabia,SAU,SHEEP,5.906,Kilograms/capita,45.079162,,23.885942
2215,2004,Saudi Arabia,SAU,SHEEP,5.849,Kilograms/capita,45.079162,,23.885942
2216,2005,Saudi Arabia,SAU,SHEEP,6.184,Kilograms/capita,45.079162,23816175,23.885942
2217,2006,Saudi Arabia,SAU,SHEEP,5.284,Kilograms/capita,45.079162,24498313,23.885942
2218,2007,Saudi Arabia,SAU,SHEEP,5.493,Kilograms/capita,45.079162,25184589,23.885942
2219,2008,Saudi Arabia,SAU,SHEEP,4.697,Kilograms/capita,45.079162,25888535,23.885942
2220,2009,Saudi Arabia,SAU,SHEEP,4.325,Kilograms/capita,45.079162,26630303,23.885942
2221,2010,Saudi Arabia,SAU,SHEEP,4.995,Kilograms/capita,45.079162,27421468,23.885942
2222,2011,Saudi Arabia,SAU,SHEEP,5.378,Kilograms/capita,45.079162,28267591,23.885942
2223,2012,Saudi Arabia,SAU,SHEEP,5.513,Kilograms/capita,45.079162,29154906,23.885942
2224,2013,Saudi Arabia,SAU,SHEEP,5.437,Kilograms/capita,45.079162,30052058,23.885942
2225,2014,Saudi Arabia,SAU,SHEEP,5.656,Kilograms/capita,45.079162,30916603,23.885942
2226,2015,Saudi Arabia,SAU,SHEEP,5.605,Kilograms/capita,45.079162,31717676,23.885942
2227,2016,Saudi Arabia,SAU,SHEEP,4.716,Kilograms/capita,45.079162,31787580,23.885942
2228,2017,Saudi Arabia,SAU,SHEEP,4.659,Kilograms/capita,45.079162,32612641,23.885942
2229,2018,Saudi Arabia,SAU,SHEEP,4.41,Kilograms/capita,45.079162,33413660,23.885942
2230,2019,Saudi Arabia,SAU,SHEEP,4.427,Kilograms/capita,45.079162,34218169,23.885942
2231,2020,Saudi Arabia,SAU,SHEEP,4.387,Kilograms/capita,45.079162,35013414,23.885942
2232,1990,South Africa,ZAF,BEEF,13.4,Kilograms/capita,22.937506,,-30.559482
2233,1991,South Africa,ZAF,BEEF,13.495,Kilograms/capita,22.937506,,-30.559482
2234,1992,South Africa,ZAF,BEEF,12.769,Kilograms/capita,22.937506,,-30.559482
2235,1993,South Africa,ZAF,BEEF,11.516,Kilograms/capita,22.937506,,-30.559482
2236,1994,South Africa,ZAF,BEEF,9.969,Kilograms/capita,22.937506,,-30.559482
2237,1995,South Africa,ZAF,BEEF,9.829,Kilograms/capita,22.937506,,-30.559482
2238,1996,South Africa,ZAF,BEEF,9.35,Kilograms/capita,22.937506,,-30.559482
2239,1997,South Africa,ZAF,BEEF,8.979,Kilograms/capita,22.937506,,-30.559482
2240,1998,South Africa,ZAF,BEEF,8.834,Kilograms/capita,22.937506,,-30.559482
2241,1999,South Africa,ZAF,BEEF,10.424,Kilograms/capita,22.937506,,-30.559482
2242,2000,South Africa,ZAF,BEEF,9.468,Kilograms/capita,22.937506,,-30.559482
2243,2001,South Africa,ZAF,BEEF,9.119,Kilograms/capita,22.937506,,-30.559482
2244,2002,South Africa,ZAF,BEEF,9.108,Kilograms/capita,22.937506,,-30.559482
2245,2003,South Africa,ZAF,BEEF,9.386,Kilograms/capita,22.937506,,-30.559482
2246,2004,South Africa,ZAF,BEEF,10.034,Kilograms/capita,22.937506,,-30.559482
2247,2005,South Africa,ZAF,BEEF,10.971,Kilograms/capita,22.937506,47920487,-30.559482
2248,2006,South Africa,ZAF,BEEF,12.046,Kilograms/capita,22.937506,48486679,-30.559482
2249,2007,South Africa,ZAF,BEEF,11.89,Kilograms/capita,22.937506,49098845,-30.559482
2250,2008,South Africa,ZAF,BEEF,11.099,Kilograms/capita,22.937506,49757466,-30.559482
2251,2009,South Africa,ZAF,BEEF,11.095,Kilograms/capita,22.937506,50469139,-30.559482
2252,2010,South Africa,ZAF,BEEF,12.103,Kilograms/capita,22.937506,51226051,-30.559482
2253,2011,South Africa,ZAF,BEEF,11.719,Kilograms/capita,22.937506,52018393,-30.559482
2254,2012,South Africa,ZAF,BEEF,11.635,Kilograms/capita,22.937506,52827909,-30.559482
2255,2013,South Africa,ZAF,BEEF,12.372,Kilograms/capita,22.937506,53649096,-30.559482
2256,2014,South Africa,ZAF,BEEF,12.585,Kilograms/capita,22.937506,54488424,-30.559482
2257,2015,South Africa,ZAF,BEEF,13.099,Kilograms/capita,22.937506,55319826,-30.559482
2258,2016,South Africa,ZAF,BEEF,13.132,Kilograms/capita,22.937506,56140764,-30.559482
2259,2017,South Africa,ZAF,BEEF,12.067,Kilograms/capita,22.937506,56990964,-30.559482
2260,2018,South Africa,ZAF,BEEF,11.751,Kilograms/capita,22.937506,57859351,-30.559482
2261,2019,South Africa,ZAF,BEEF,11.142,Kilograms/capita,22.937506,58726826,-30.559482
2262,2020,South Africa,ZAF,BEEF,11.395,Kilograms/capita,22.937506,59538697,-30.559482
2263,1990,South Africa,ZAF,PIG,2.703,Kilograms/capita,22.937506,,-30.559482
2264,1991,South Africa,ZAF,PIG,2.302,Kilograms/capita,22.937506,,-30.559482
2265,1992,South Africa,ZAF,PIG,2.561,Kilograms/capita,22.937506,,-30.559482
2266,1993,South Africa,ZAF,PIG,2.364,Kilograms/capita,22.937506,,-30.559482
2267,1994,South Africa,ZAF,PIG,2.318,Kilograms/capita,22.937506,,-30.559482
2268,1995,South Africa,ZAF,PIG,2.568,Kilograms/capita,22.937506,,-30.559482
2269,1996,South Africa,ZAF,PIG,2.455,Kilograms/capita,22.937506,,-30.559482
2270,1997,South Africa,ZAF,PIG,2.322,Kilograms/capita,22.937506,,-30.559482
2271,1998,South Africa,ZAF,PIG,2.188,Kilograms/capita,22.937506,,-30.559482
2272,1999,South Africa,ZAF,PIG,2.301,Kilograms/capita,22.937506,,-30.559482
2273,2000,South Africa,ZAF,PIG,2.091,Kilograms/capita,22.937506,,-30.559482
2274,2001,South Africa,ZAF,PIG,2.097,Kilograms/capita,22.937506,,-30.559482
2275,2002,South Africa,ZAF,PIG,2.063,Kilograms/capita,22.937506,,-30.559482
2276,2003,South Africa,ZAF,PIG,2.802,Kilograms/capita,22.937506,,-30.559482
2277,2004,South Africa,ZAF,PIG,3.005,Kilograms/capita,22.937506,,-30.559482
2278,2005,South Africa,ZAF,PIG,2.809,Kilograms/capita,22.937506,47920487,-30.559482
2279,2006,South Africa,ZAF,PIG,3.279,Kilograms/capita,22.937506,48486679,-30.559482
2280,2007,South Africa,ZAF,PIG,3.361,Kilograms/capita,22.937506,49098845,-30.559482
2281,2008,South Africa,ZAF,PIG,3.062,Kilograms/capita,22.937506,49757466,-30.559482
2282,2009,South Africa,ZAF,PIG,3.299,Kilograms/capita,22.937506,50469139,-30.559482
2283,2010,South Africa,ZAF,PIG,3.519,Kilograms/capita,22.937506,51226051,-30.559482
2284,2011,South Africa,ZAF,PIG,3.58,Kilograms/capita,22.937506,52018393,-30.559482
2285,2012,South Africa,ZAF,PIG,3.654,Kilograms/capita,22.937506,52827909,-30.559482
2286,2013,South Africa,ZAF,PIG,3.513,Kilograms/capita,22.937506,53649096,-30.559482
2287,2014,South Africa,ZAF,PIG,3.365,Kilograms/capita,22.937506,54488424,-30.559482
2288,2015,South Africa,ZAF,PIG,3.523,Kilograms/capita,22.937506,55319826,-30.559482
2289,2016,South Africa,ZAF,PIG,3.454,Kilograms/capita,22.937506,56140764,-30.559482
2290,2017,South Africa,ZAF,PIG,3.388,Kilograms/capita,22.937506,56990964,-30.559482
2291,2018,South Africa,ZAF,PIG,3.698,Kilograms/capita,22.937506,57859351,-30.559482
2292,2019,South Africa,ZAF,PIG,3.686,Kilograms/capita,22.937506,58726826,-30.559482
2293,2020,South Africa,ZAF,PIG,3.699,Kilograms/capita,22.937506,59538697,-30.559482
2294,1990,South Africa,ZAF,POULTRY,13.028,Kilograms/capita,22.937506,,-30.559482
2295,1991,South Africa,ZAF,POULTRY,12.027,Kilograms/capita,22.937506,,-30.559482
2296,1992,South Africa,ZAF,POULTRY,11.969,Kilograms/capita,22.937506,,-30.559482
2297,1993,South Africa,ZAF,POULTRY,11.937,Kilograms/capita,22.937506,,-30.559482
2298,1994,South Africa,ZAF,POULTRY,13.427,Kilograms/capita,22.937506,,-30.559482
2299,1995,South Africa,ZAF,POULTRY,14.833,Kilograms/capita,22.937506,,-30.559482
2300,1996,South Africa,ZAF,POULTRY,14.57,Kilograms/capita,22.937506,,-30.559482
2301,1997,South Africa,ZAF,POULTRY,15.739,Kilograms/capita,22.937506,,-30.559482
2302,1998,South Africa,ZAF,POULTRY,14.379,Kilograms/capita,22.937506,,-30.559482
2303,1999,South Africa,ZAF,POULTRY,15.625,Kilograms/capita,22.937506,,-30.559482
2304,2000,South Africa,ZAF,POULTRY,17.213,Kilograms/capita,22.937506,,-30.559482
2305,2001,South Africa,ZAF,POULTRY,18.084,Kilograms/capita,22.937506,,-30.559482
2306,2002,South Africa,ZAF,POULTRY,18.777,Kilograms/capita,22.937506,,-30.559482
2307,2003,South Africa,ZAF,POULTRY,19.328,Kilograms/capita,22.937506,,-30.559482
2308,2004,South Africa,ZAF,POULTRY,19.779,Kilograms/capita,22.937506,,-30.559482
2309,2005,South Africa,ZAF,POULTRY,20.962,Kilograms/capita,22.937506,47920487,-30.559482
2310,2006,South Africa,ZAF,POULTRY,22.503,Kilograms/capita,22.937506,48486679,-30.559482
2311,2007,South Africa,ZAF,POULTRY,24.691,Kilograms/capita,22.937506,49098845,-30.559482
2312,2008,South Africa,ZAF,POULTRY,27.014,Kilograms/capita,22.937506,49757466,-30.559482
2313,2009,South Africa,ZAF,POULTRY,27.605,Kilograms/capita,22.937506,50469139,-30.559482
2314,2010,South Africa,ZAF,POULTRY,28.506,Kilograms/capita,22.937506,51226051,-30.559482
2315,2011,South Africa,ZAF,POULTRY,29.843,Kilograms/capita,22.937506,52018393,-30.559482
2316,2012,South Africa,ZAF,POULTRY,30.377,Kilograms/capita,22.937506,52827909,-30.559482
2317,2013,South Africa,ZAF,POULTRY,32.894,Kilograms/capita,22.937506,53649096,-30.559482
2318,2014,South Africa,ZAF,POULTRY,34.106,Kilograms/capita,22.937506,54488424,-30.559482
2319,2015,South Africa,ZAF,POULTRY,33.924,Kilograms/capita,22.937506,55319826,-30.559482
2320,2016,South Africa,ZAF,POULTRY,33.95,Kilograms/capita,22.937506,56140764,-30.559482
2321,2017,South Africa,ZAF,POULTRY,33.371,Kilograms/capita,22.937506,56990964,-30.559482
2322,2018,South Africa,ZAF,POULTRY,34.751,Kilograms/capita,22.937506,57859351,-30.559482
2323,2019,South Africa,ZAF,POULTRY,34.22,Kilograms/capita,22.937506,58726826,-30.559482
2324,2020,South Africa,ZAF,POULTRY,34.5,Kilograms/capita,22.937506,59538697,-30.559482
2325,1990,South Africa,ZAF,SHEEP,3.947,Kilograms/capita,22.937506,,-30.559482
2326,1991,South Africa,ZAF,SHEEP,3.87,Kilograms/capita,22.937506,,-30.559482
2327,1992,South Africa,ZAF,SHEEP,3.991,Kilograms/capita,22.937506,,-30.559482
2328,1993,South Africa,ZAF,SHEEP,3.6,Kilograms/capita,22.937506,,-30.559482
2329,1994,South Africa,ZAF,SHEEP,4.193,Kilograms/capita,22.937506,,-30.559482
2330,1995,South Africa,ZAF,SHEEP,3.257,Kilograms/capita,22.937506,,-30.559482
2331,1996,South Africa,ZAF,SHEEP,3.37,Kilograms/capita,22.937506,,-30.559482
2332,1997,South Africa,ZAF,SHEEP,3.288,Kilograms/capita,22.937506,,-30.559482
2333,1998,South Africa,ZAF,SHEEP,3.196,Kilograms/capita,22.937506,,-30.559482
2334,1999,South Africa,ZAF,SHEEP,3.638,Kilograms/capita,22.937506,,-30.559482
2335,2000,South Africa,ZAF,SHEEP,3.157,Kilograms/capita,22.937506,,-30.559482
2336,2001,South Africa,ZAF,SHEEP,2.783,Kilograms/capita,22.937506,,-30.559482
2337,2002,South Africa,ZAF,SHEEP,2.723,Kilograms/capita,22.937506,,-30.559482
2338,2003,South Africa,ZAF,SHEEP,2.656,Kilograms/capita,22.937506,,-30.559482
2339,2004,South Africa,ZAF,SHEEP,3.045,Kilograms/capita,22.937506,,-30.559482
2340,2005,South Africa,ZAF,SHEEP,3.009,Kilograms/capita,22.937506,47920487,-30.559482
2341,2006,South Africa,ZAF,SHEEP,3.185,Kilograms/capita,22.937506,48486679,-30.559482
2342,2007,South Africa,ZAF,SHEEP,3.671,Kilograms/capita,22.937506,49098845,-30.559482
2343,2008,South Africa,ZAF,SHEEP,3.466,Kilograms/capita,22.937506,49757466,-30.559482
2344,2009,South Africa,ZAF,SHEEP,3.199,Kilograms/capita,22.937506,50469139,-30.559482
2345,2010,South Africa,ZAF,SHEEP,2.986,Kilograms/capita,22.937506,51226051,-30.559482
2346,2011,South Africa,ZAF,SHEEP,2.752,Kilograms/capita,22.937506,52018393,-30.559482
2347,2012,South Africa,ZAF,SHEEP,2.855,Kilograms/capita,22.937506,52827909,-30.559482
2348,2013,South Africa,ZAF,SHEEP,3.154,Kilograms/capita,22.937506,53649096,-30.559482
2349,2014,South Africa,ZAF,SHEEP,3.273,Kilograms/capita,22.937506,54488424,-30.559482
2350,2015,South Africa,ZAF,SHEEP,2.999,Kilograms/capita,22.937506,55319826,-30.559482
2351,2016,South Africa,ZAF,SHEEP,2.957,Kilograms/capita,22.937506,56140764,-30.559482
2352,2017,South Africa,ZAF,SHEEP,2.68,Kilograms/capita,22.937506,56990964,-30.559482
2353,2018,South Africa,ZAF,SHEEP,2.631,Kilograms/capita,22.937506,57859351,-30.559482
2354,2019,South Africa,ZAF,SHEEP,2.59,Kilograms/capita,22.937506,58726826,-30.559482
2355,2020,South Africa,ZAF,SHEEP,2.586,Kilograms/capita,22.937506,59538697,-30.559482
2356,1990,Norway,NOR,BEEF,12.641,Kilograms/capita,8.468946,,60.472024
2357,1991,Norway,NOR,BEEF,12.975,Kilograms/capita,8.468946,,60.472024
2358,1992,Norway,NOR,BEEF,13.141,Kilograms/capita,8.468946,,60.472024
2359,1993,Norway,NOR,BEEF,13.379,Kilograms/capita,8.468946,,60.472024
2360,1994,Norway,NOR,BEEF,14.417,Kilograms/capita,8.468946,,60.472024
2361,1995,Norway,NOR,BEEF,14.104,Kilograms/capita,8.468946,,60.472024
2362,1996,Norway,NOR,BEEF,14.382,Kilograms/capita,8.468946,,60.472024
2363,1997,Norway,NOR,BEEF,14.263,Kilograms/capita,8.468946,,60.472024
2364,1998,Norway,NOR,BEEF,14.585,Kilograms/capita,8.468946,,60.472024
2365,1999,Norway,NOR,BEEF,14.043,Kilograms/capita,8.468946,,60.472024
2366,2000,Norway,NOR,BEEF,14.435,Kilograms/capita,8.468946,,60.472024
2367,2001,Norway,NOR,BEEF,13.897,Kilograms/capita,8.468946,,60.472024
2368,2002,Norway,NOR,BEEF,13.929,Kilograms/capita,8.468946,,60.472024
2369,2003,Norway,NOR,BEEF,14.255,Kilograms/capita,8.468946,,60.472024
2370,2004,Norway,NOR,BEEF,14.426,Kilograms/capita,8.468946,,60.472024
2371,2005,Norway,NOR,BEEF,14.574,Kilograms/capita,8.468946,4623293,60.472024
